央视,#genre#
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225741/index.m3u8

深圳卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225848/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225741/index.m3u8

广东卫视,http://39.134.66.66/PLTV/88888888/224/3221225667/index.m3u8
广东卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/guangdongstv/index.m3u8?IAS
广东卫视,http://111.161.121.214/nclive.grtn.cn/gdws/sd/live.m3u8
广东卫视,http://106.53.212.251/daili/gztv.php?id=gdws


深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://223.110.243.171/PLTV/3/224/3221227217/index.m3u8


南方卫视,http://111.161.121.214/nclive.grtn.cn/tvs2/sd/live.m3u8
南方卫视,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227005/index.m3u8


广东新闻,http://111.161.121.214/nclive.grtn.cn/xwpd/sd/live.m3u8

广东珠江,http://111.161.121.214/nclive.grtn.cn/zjpd/sd/live.m3u8


广东公共,http://111.161.121.214/nclive.grtn.cn/ggpd/sd/live.m3u8


深圳都市,http://ye23.win/iptv/sztv.php?id=2#http://149.129.100.78/sztv.php?id=2
深圳电视剧,http://ye23.win/iptv/sztv.php?id=3#http://149.129.100.78/sztv.php?id=3
深圳公共,http://ye23.win/iptv/sztv.php?id=4#http://149.129.100.78/sztv.php?id=4
深圳财经生活,http://ye23.win/iptv/sztv.php?id=5#http://149.129.100.78/sztv.php?id=5
深圳娱乐,http://ye23.win/iptv/sztv.php?id=6#http://149.129.100.78/sztv.php?id=6
深圳少儿,http://ye23.win/iptv/sztv.php?id=7#http://149.129.100.78/sztv.php?id=7
深圳移动电视,http://ye23.win/iptv/sztv.php?id=8#http://149.129.100.78/sztv.php?id=8
深圳宜和购物,http://ye23.win/iptv/sztv.php?id=9#http://149.129.100.78/sztv.php?id=9
深圳国际频道,http://ye23.win/iptv/sztv.php?id=11
深圳DV生活,http://ye23.win/iptv/sztv.php?id=10#http://149.129.100.78/sztv.php?id=10

深圳都市,http://cdn.chxjon.cn/iptv/QQ2383132354/itouch.php?id=szds
深圳公共,http://cdn.chxjon.cn/iptv/QQ2383132354/itouch.php?id=szgg
深圳电视剧,http://cdn.chxjon.cn/iptv/QQ2383132354/itouch.php?id=szdsj
深圳财经,http://cdn.chxjon.cn/iptv/QQ2383132354/itouch.php?id=szcjsh
深圳娱乐,http://cdn.chxjon.cn/iptv/QQ2383132354/itouch.php?id=szyl
深圳国际,http://cdn.chxjon.cn/iptv/QQ2383132354/itouch.php?id=szgj



广东国际,http://111.161.121.214/nclive.grtn.cn/gjpd/sd/live.m3u8


广东房产,https://szlive.grtn.cn/fcpd/sd/live.m3u8?_upt=a179d6241602057601



广东影视,http://111.161.121.214/nclive.grtn.cn/tvs4/sd/live.m3u8




广东综艺,http://111.161.121.214/nclive.grtn.cn/4K/sd/live.m3u8

广东少儿,http://111.161.121.214/nclive.grtn.cn/tvs5/sd/live.m3u8

广东体育,http://111.161.121.214/nclive.grtn.cn/typd/sd/live.m3u8

经济科教,http://111.161.121.214/nclive.grtn.cn/tvs1hd/hd/live.m3u8


岭南戏曲,http://szlive.grtn.cn/lnxq/sd/live.m3u8

广东卫视,http://ye23.vip/z7z8/2021/gdtv2021.php?id=43
广东珠江,http://ye23.vip/z7z8/2021/gdtv2021.php?id=44
广东新闻,http://ye23.vip/z7z8/2021/gdtv2021.php?id=45
广东公共,http://ye23.vip/z7z8/2021/gdtv2021.php?id=48
广东体育,http://ye23.vip/z7z8/2021/gdtv2021.php?id=47
南方卫视,http://ye23.vip/z7z8/2021/gdtv2021.php?id=51
经济科教,http://ye23.vip/z7z8/2021/gdtv2021.php?id=49
广东影视,http://ye23.vip/z7z8/2021/gdtv2021.php?id=53
广东综艺,http://ye23.vip/z7z8/2021/gdtv2021.php?id=16
广东国际,http://ye23.vip/z7z8/2021/gdtv2021.php?id=46
广东少儿,http://ye23.vip/z7z8/2021/gdtv2021.php?id=54
嘉佳卡通,http://ye23.vip/z7z8/2021/gdtv2021.php?id=66
南方购物,http://ye23.vip/z7z8/2021/gdtv2021.php?id=42
岭南戏曲,http://ye23.vip/z7z8/2021/gdtv2021.php?id=15
广东房产,http://ye23.vip/z7z8/2021/gdtv2021.php?id=67
现代教育,http://ye23.vip/z7z8/2021/gdtv2021.php?id=13
广东移动,http://ye23.vip/z7z8/2021/gdtv2021.php?id=74
文化频道,http://ye23.vip/z7z8/2021/gdtv2021.php?id=75
惠州综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=70
韶关综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=69
珠海综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=71
茂名综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=76
江门综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=77
肇庆综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=78
揭阳综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=79
湛江综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=80
清远综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=81
河源综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=82
潮州综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=83
汕尾综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=84
云浮综合,http://ye23.vip/z7z8/2021/gdtv2021.php?id=97

开平综合,http://ye23.vip/z7z8/2021/gdy.php?id=1434
开平生活,http://ye23.vip/z7z8/2021/gdy.php?id=1435

惠州①综合,http://livehuiz.chinamcache.com/live/zb01.m3u8
惠州①综合,http://dslive.grtn.cn/hzzh/sd/live.m3u8
惠州②公共,http://livehuiz.chinamcache.com/live/zb02.m3u8
梅州①综合,http://suo.im/6kPivZ
梅州②公共,http://suo.im/6k4G0w
梅州①综合,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv1.m3u8
梅州②公共,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv2.m3u8
梅州②公共,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv2.m3u8


江门①综合,http://suo.im/652fTo
江门①综合,http://dslive.grtn.cn/jmzh/sd/live.m3u8
江门②公共,rtmp://tideweblive.jmtv.cn/tslsChannelLive/qzohscw/live
江门③教育,rtmp://tideweblive.jmtv.cn/tslsChannelLive/S020qM6/live
佛山①综合,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_zhpd.m3u8
佛山②公共,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_ggpd.m3u8
佛山②公共,http://suo.im/6cysXh
佛山③影视,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_yspd.m3u8

佛山③影视,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_yspd.m3u8

肇庆①综合,http://dslive.grtn.cn/zqzh/sd/live.m3u8

珠海①综合,http://suo.im/5QGdcA
珠海①综合,http://dslive.grtn.cn/zhzh/sd/live.m3u8


湛江①综合,http://suo.im/5ubMqf
湛江①综合,http://120.237.237.11:8000/public/HDCH01/playlist.m3u8
湛江①综合,http://dslive.grtn.cn/zjzh/sd/live.m3u8
湛江②公共,http://120.237.237.11:8000/public/HDCH02/playlist.m3u8
韶关①综合,http://suo.im/6slt1E
韶关①综合,http://dslive.grtn.cn/sgxwzhHD/sd/live.m3u8
阳江①综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8
阳江②公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_w551261166_b928000.m3u8
河源①综合,http://suo.im/5Xw2Od
河源②公共,http://suo.im/5QGdcK

河源①综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源①综合,http://dslive.grtn.cn/hyzh/sd/live.m3u8
河源②公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
云浮①综合,http://suo.im/5ubMoj
云浮①综合,http://dslive.grtn.cn/yfzh/sd/live.m3u8


鹤山,http://suo.im/6kPiyf
鹤山,http://pili-live-rtmp.68.i2863.com/i2863-68/live_68_293669.m3u8

开平①综合,http://31355.hlsplay.aodianyun.com/tv_radio_31355/tv_channel_1434.m3u8
开平②生活,http://31355.hlsplay.aodianyun.com/tv_radio_31355/tv_channel_1435.m3u8

开平②生活,http://suo.im/5QGdde
龙岗,http://liveplay.sznews.com/66_norecord_live/357.m3u8
深圳东部,http://liveplay.sznews.com/66_norecord_live/343.m3u8
番禺,http://live.pybtv.cn/channel1/sd/live.m3u8
番禺,http://live.pybtv.cn/channel1/sd/live.m3u8?_upt=16fb00e01563813775
增城,http://202.168.164.38:8083/videos/live/19/27/QEQXMtU5AUpwo/QEQXMtU5AUpwo.M3U8
顺德,http://suo.im/5BHZsc
三水,http://suo.im/5JecgL
南海,http://suo.im/5QGdcq
高明,http://suo.im/6k4G1Y
高明,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_gmpd.m3u8
顺德,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_sdpd.m3u8
南海,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_nhpd.m3u8
三水,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_sspd.flv

平远,https://p2.weizan.cn/1033266991/615876688276112015/live.m3u8

电白①综合,http://gddb.chinashadt.com:1935/live/video1.stream/playlist.m3u8
电白①综合,http://gddb.chinashadt.com:1935/live/video1.stream_360p/playlist.m3u8
电白②视窗,http://gddb.chinashadt.com:1935/live/video2.stream/playlist.m3u8
电白②视窗,http://gddb.chinashadt.com:1935/live/video2.stream_360p/playlist.m3u8

清新①综合,http://hls.wiseqx.com/live/qxzh.m3u8
清新②公共,http://hls.wiseqx.com/live/qxgg.m3u8







普宁,https://www.nettvplus.live/hls/itouch.php?id=2450

潮南1,https://www.nettvplus.live/hls/itouch.php?id=2444



潮州①综合,http://dslive.grtn.cn/czzh/sd/live.m3u8
潮州①综合,http://live.zscz0768.com/live/zhpd.m3u8
潮州①综合,http://221.179.69.238:880/dx4.m3u8

潮州②公共,http://live.zscz0768.com/live/ggpd.m3u8
潮州②公共,http://221.179.69.238:880/dx5.m3u8

揭阳①综合,http://pili-playback.liveyulin.sobeycache.com/stjy2020/zhpd.m3u8
揭阳①综合,http://suo.im/652fRs
揭阳①综合,http://dslive.grtn.cn/jyzh/sd/live.m3u8
揭阳①综合,http://221.179.69.238:880/dx7.m3u8

揭阳②公共,http://pili-playback.liveyulin.sobeycache.com/stjy2020/ggpd.m3u8
揭阳②公共,http://221.179.69.238:880/dx6.m3u8


汕尾①综合,http://suo.im/6cysWj
汕尾①综合,http://dslive.grtn.cn/swzh/sd/live.m3u8



地方,#genre# 



南京新闻,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南京影视,http://live.nbs.cn/channels/njtv/yspd/m3u8:500k/live.m3u8
南京生活,http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8

南京新闻,http://live.nbs.cn/channels/njtv/xwzh/flv:500k/live
南京生活,http://live.nbs.cn/channels/njtv/shpd/flv:500k/live
南京信息,http://live.nbs.cn/channels/njtv/xxpd/flv:500k/live
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/flv:500k/live
南京教科,http://live.nbs.cn/channels/njtv/jkpd/flv:500k/live
南京少儿,http://live.nbs.cn/channels/njtv/sepd/flv:500k/live
南京十八,http://live.nbs.cn/channels/njtv/sbpd/flv:500k/live
江苏城市,http://223.110.241.150:6610/gitv/live1/G_JSCS/G_JSCS/
江苏新闻,http://223.110.241.150:6610/gitv/live1/G_JSGG/G_JSGG/
江苏影视,http://223.110.241.150:6610/gitv/live1/G_JSYS/G_JSYS/
江苏体育,http://223.110.241.150:6610/gitv/live1/G_JSTY/G_JSTY/
江苏综艺,http://223.110.241.150:6610/gitv/live1/G_JSZY/G_JSZY/
江苏教育,http://223.110.241.150:6610/gitv/live1/G_JSJY/G_JSJY/
东海综合,rtmp://livetv.dhtv.cn/live/news
镇江①综合,http://live.zjmc.tv/1/sd/live.m3u8
镇江②民生,http://live.zjmc.tv/2/sd/live.m3u8
镇江③生活,http://live.zjmc.tv/3/sd/live.m3u8
宜兴新闻,http://live-dft-hls-yf.jstv.com/live/yixing_xw/online.m3u8
徐州①HD,http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221225945/index.m3u8
徐州②HD,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221225947/index.m3u8
徐州③HD,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225949/index.m3u8
连云港①新闻,http://live.lyg1.com/zhpd/sd/live.m3u8
连云港②公共,http://live.lyg1.com/ggpd/sd/live.m3u8

张家港民生,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/chunklist_w37722388.m3u8
厦门①,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221226814/3.m3u8
厦门②,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221226777/3.m3u8
厦门③,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221226760/3.m3u8
福建新闻,rtsp://183.252.166.199/PLTV/88888888/224/3221226116/10000100000000060000000002358068_0.smil
福建新闻,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226116/10000100000000060000000002358068_0.smil
福建综合,rtsp://183.252.166.199/PLTV/88888888/224/3221226826/47882539.smil
福建少儿,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226960/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226120/10000100000000060000000002358082_0.smil
福建海峡,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226977/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil
福建综合,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227070/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226826/47882539.smil
福建公共,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226907/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226113/10000100000000060000000002358064_0.smil
福建电视剧,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221226969/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226115/10000100000000060000000002358067_0.smil
福建旅游,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226911/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226125/10000100000000060000000002358191_0.smil
福建经济,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226973/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226117/10000100000000060000000002358072_0.smil
福建体育,http://39.135.53.194/ott.fj.chinamobile.com/PLTV/88888888/224/3221227078/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226127/10000100000000060000000002434540_0.smil
福建新闻,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227074/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226116/10000100000000060000000002358068_0.smil

福州①综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
福州②影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福州③生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8


长乐,http://35908.hlsplay.aodianyun.com/guangdianyun_35908/tv_channel_327.m3u8
云霄,http://live.zzyxxw.com:85/live/xwzh.m3u8
南安,http://natv.cnjrna.com:3000/channel/sovp/1000000000000018/video_1564_none.m3u8
三明①新闻,http://stream.smntv.cn/smtv1/sd/live.m3u8
三明②公共,http://stream.smntv.cn/smtv2/sd/live.m3u8
重庆新闻,https://zbxclive.cbg.cn/app_2/ls_3.stream/playlist.m3u8
四川新闻,http://scgctvshow.sctv.com/hdlive/sctv4/1.m3u8
四川旅游,http://scgctvshow.sctv.com/hdlive/sctv2/1.m3u8
四川新闻,http://scgctvshow.sctv.com/hdlive/sctv4/1.m3u8
四川影视文化,http://scgctvshow.sctv.com/hdlive/sctv5/1.m3u8
四川峨眉电影,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
四川妇女儿童,http://scgctvshow.sctv.com/hdlive/sctv7/1.m3u8
四川公共乡村,http://scgctvshow.sctv.com/hdlive/sctv9/1.m3u8
四川经济,http://scgctvshow.sctv.com/hdlive/sctv3/1.m3u8
四川科教,http://118.123.60.200:8114/z.m3u8?FvSeid=&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=&Fsv_chan_hls_se_idx=74&Provider_id=&Pcontent_id=&Fsv_otype=1
四川文化旅游,http://scgctvshow.sctv.com/hdlive/sctv2/1.m3u8

四川遂宁综合,http://snlive.scsntv.com:8091/live/xwzh.m3u8
四川遂宁公共,http://snlive.scsntv.com:8091/live/gggy.m3u8
四川泸州公共,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel4/playlist.m3u8
四川泸州科技,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel5/playlist.m3u8
江西新闻,http://39.135.138.6:6610/PLTV/88888888/224/3221225615/2/index.m3u8
江西新闻,http://39.135.138.6:6610/PLTV/88888888/224/3221225576/2/index.m3u8
江西新闻,http://liveback.jxtvcn.com.cn/live-jxtv/tv_jxtv7.m3u8
江西新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225576/index.m3u8?fmt=ts2hls
江西都市,http://39.135.138.6:6610/PLTV/88888888/224/3221225584/2/index.m3u8
江西都市,http://liveback.jxtvcn.com.cn/live-jxtv/tv_jxtv2.m3u8
江西都市,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225584/index.m3u8?fmt=ts2hls
江西经济生活,http://39.135.138.6:6610/PLTV/88888888/224/3221226206/2/index.m3u8
江西经济生活,http://39.135.138.6:6610/PLTV/88888888/224/3221225580/2/index.m3u8
江西经济生活,http://liveback.jxtvcn.com.cn/live-jxtv/tv_jxtv3.m3u8
江西经济生活,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225580/index.m3u8?fmt=ts2hls
江西影视旅游,http://39.135.138.6:6610/PLTV/88888888/224/3221225579/2/index.m3u8
江西影视旅游,http://liveback.jxtvcn.com.cn/live-jxtv/tv_jxtv4.m3u8
江西影视旅游,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225579/index.m3u8?fmt=ts2hls
江西影视旅游,http://149.129.100.78/jxtv.php?id=jxtv4
江西公共农业,http://39.135.138.6:6610/PLTV/88888888/224/3221225578/2/index.m3u8
江西公共农业,http://liveback.jxtvcn.com.cn/live-jxtv/tv_jxtv5.m3u8
江西公共农业,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225578/index.m3u8?fmt=ts2hls
江西少儿,http://39.135.138.6:6610/PLTV/88888888/224/3221226194/2/1000.m3u8
江西少儿,http://39.135.138.6:6610/PLTV/88888888/224/3221225577/2/index.m3u8
江西少儿,http://liveback.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8
江西少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225577/index.m3u8?fmt=ts2hls
江西移动,http://liveback.jxtvcn.com.cn/live-jxtv/tv_jxtv8.m3u8
江西教育,http://39.135.140.98:6610/PLTV/88888888/224/3221226197/2/index.m3u8
江西教育,http://39.135.138.6:6610/PLTV/88888888/224/3221226197/2/index.m3u8
江西教育,https://live.jxeduyun.com/streams/5e05b4659858d_720p.m3u8
南昌新闻综合,http://39.135.138.6:6610/PLTV/88888888/224/3221226223/2/1000.m3u8
南昌新闻综合,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/jxnc.php?id=1
南昌都市,http://39.135.138.6:6610/PLTV/88888888/224/3221226226/2/1000.m3u8
南昌都市,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/jxnc.php?id=2
南昌资讯,http://39.135.138.6:6610/PLTV/88888888/224/3221226228/2/1000.m3u8
南昌资讯,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/jxnc.php?id=3
南昌公共,http://39.135.138.6:6610/PLTV/88888888/224/3221226231/2/1000.m3u8
南昌公共,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/jxnc.php?id=4
九江新闻,http://39.135.138.59:18890/PLTV/88888910/224/3221225774/index.m3u8
九江新闻,http://39.135.139.200:6610/PLTV/88888888/224/3221225774/1/index.m3u8
九江新闻,http://39.135.139.196:6610/PLTV/88888888/224/3221225774/2/index.m3u8?fmt=ts2hls
九江新闻,http://39.135.139.194:6610/PLTV/88888888/224/3221225774/1/index.m3u8?fmt=ts2hls
九江新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225774/index.m3u8
九江公共,http://39.135.138.59:18890/PLTV/88888910/224/3221225775/index.m3u8
九江公共,http://39.135.139.194:6610/PLTV/88888888/224/3221225775/1/index.m3u8?fmt=ts2hls
九江公共,http://39.135.139.200:6610/PLTV/88888888/224/3221225775/1/index.m3u8
九江公共,http://39.135.139.196:6610/PLTV/88888888/224/3221225775/2/index.m3u8?fmt=ts2hls
九江公共,http://39.134.115.163:8080/PLTV/88888910/224/3221225775/index.m3u8

南部新闻,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8
南昌公共,http://39.134.116.30:8080/PLTV/88888910/224/3221225775/index.m3u8

金山,http://live.mudu.tv/watch/4zbn2f.m3u8

上海外语,http://39.134.39.39/PLTV/88888888/224/3221226201/index.m3u8
上海都市,http://39.134.39.39/PLTV/88888888/224/3221226168/index.m3u8
东方影视,http://39.134.39.39/PLTV/88888888/224/3221226189/index.m3u8
五星体育,http://39.134.39.39/PLTV/88888888/224/3221226178/index.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江经济,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8

杭州①综合,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229307/index.m3u8
杭州②明珠,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229310/index.m3u8
杭州③生活,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229313/index.m3u8
杭州④影视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229377/index.m3u8
杭州⑤青少体育,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229316/index.m3u8
石景山有线,http://live.sjsrm.com/bjsjs/sd/live.m3u8

湖北综合,http://ye23.win/iptv/cjyun.php?id=165
湖北公共新闻,http://ye23.win/iptv/cjyun.php?id=169
湖北影视,http://ye23.win/iptv/cjyun.php?id=173
湖北生活,http://ye23.win/iptv/cjyun.php?id=177
湖北经视,http://ye23.win/iptv/cjyun.php?id=161
湖北教育,http://ye23.win/iptv/cjyun.php?id=153
湖北垄上,http://ye23.win/iptv/cjyun.php?id=181
湖南经视,http://kjol.cc/proxy/hunan.php?id=280
湖南经视,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/mgtv.php?id=280
湖南都市,http://kjol.cc/proxy/hunan.php?id=346
湖南都市,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/mgtv.php?id=346
湖南公共,http://kjol.cc/proxy/hunan.php?id=261
湖南公共,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/mgtv.php?id=261
湖南娱乐,http://kjol.cc/proxy/hunan.php?id=344
湖南娱乐,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/mgtv.php?id=344
湖南电视剧,http://kjol.cc/proxy/hunan.php?id=484
湖南电视剧,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/mgtv.php?id=484
湖南国际,http://kjol.cc/proxy/hunan.php?id=229
湖南国际,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/mgtv.php?id=229
长沙新闻,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_346.m3u8
长沙影视,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_350.m3u8

张家界公共,http://stream.zjjrtv.com/zjjtv2/hd/live.m3u8
张家界公共,http://stream.zjjrtv.com/zjjtv2/playlist.m3u8
岳阳公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8?auth=654837809071524@615@2E9A5FD0B225B012E3178551CF3754A8&BVUUID=C236454D-5355-2F5F-FA96-1887C72E55CE
海南新闻,http://149.129.100.78/hainan.php?id=5
海南经济,http://149.129.100.78/hainan.php?id=4
海南公共,http://149.129.100.78/hainan.php?id=6
海南文旅,http://149.129.100.78/hainan.php?id=8
海南少儿,http://149.129.100.78/hainan.php?id=9
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁新闻综合,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/gxnn.php?id=1
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁都市生活,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/gxnn.php?id=2
南宁影视娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁影视娱乐,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/gxnn.php?id=3
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
南宁公共,http://tyzbcdn.chxjon.cn/iptv/qq2383132354/gxnn.php?id=4
南宁老友LIVE,http://hls.nntv.cn/nnlive/NNTV_LYOU.m3u8
南宁新闻,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁都市,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
南宁影视,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8

南宁综合,http://hls.nntv.cn/nnlive/NNTV_HD.m3u8

柳州公共,http://39.135.32.29:6610/000000001000/lzgg/1.m3u8?IASHttpSessionId=OTT

钦州综合,http://stream.gxqztv.com/01/sd/live.m3u8
钦州综合,http://stream.gxqztv.com/01/playlist.m3u8
钦州公共,http://stream.gxqztv.com/qztv03/sd/live.m3u8
钦州公共,http://stream.gxqztv.com/qztv03/playlist.m3u8

忻城综合,http://222.216.244.93:19355/xctv/ch2.m3u8

云南都市,http://tvlive.ynradio.com/live/yunnandushi/playlist.m3u8
云南都市,https://hwapi.yunshicloud.com/62hdvf/rjwt14.m3u8
云南娱乐,http://tvlive.ynradio.com/live/yunnanyule/playlist.m3u8
云南生活资讯,http://tvlive.ynradio.com/live/yunnanshenghuo/playlist.m3u8
云南生活资讯,https://hwapi.yunshicloud.com/62hdvf/180p57.m3u8
云南影视,https://hwapi.yunshicloud.com/62hdvf/utrat7.m3u8
云南公共,http://tvlive.ynradio.com/live/yunnangonggong/playlist.m3u8
云南公共,https://hwapi.yunshicloud.com/62hdvf/227q43.m3u8
云南少儿,http://tvlive.ynradio.com/live/yunnanshaoer/playlist.m3u8
云南国际,http://tvlive.ynradio.com/live/yunnanguoji/playlist.m3u8
云南移动电视,http://39.130.208.44:6410/gitv_live/G_QICAIGONGJIAO/G_QICAIGONGJIAO.m3u8
昆明新闻综合,http://wshls.live.migucloud.com/live/01YCQY7M_C0/playlist.m3u8
昆明经济生活,http://wshls.live.migucloud.com/live/JT9JEQ54_C0/playlist.m3u8
